percent,パー
mangusta,マングスタ
mandeln,マンデルン
mythology,ミソロジー
minisatellite,ミニサテ
minister,ミニスター
minimalist,ミニマリスト
migliore,ミリオレ
milker,ミルカー
meaning,ミーニング
usannaf,ムサンナフ
musica,ムジカ
muzhik,ムジーク
muscarine,ムスカリン
musculus,ムスクルス
alusnad,ムスナド
may,メイ
megacompetition,メガコンペティション
mechant,メシャン
epipette,メスピペット
ethyldopa,メチルドパ
methylprednisolone,メチルプレドニゾロン
mediator,メディエーター
edicaid,メディケイド
methotrexate,メトトレキサート
menor,メナー
memorandum,メモランダム
mercaptopurine,メルカプトプリン
maize,メーズ
mob,モッブ
moderate,モデレート
monochord,モノコード
monophon,モノホン
yours,ユアーズ
unkertum,ユンケルトム
youthful,ユースフル
humoresque,ユーモレスク
licenser,ライセンサー
laetum,ラエツム
lacuna,ラクナ
astafarian,ラスタファリアン
latitude,ラチチュード
laterite,ラテライト
rubberist,ラバリスト
ravioli,ラビオリ
lanthanoid,ランタノイド
regret,リグレット
isorgimento,リソルジメント
ritardando,リタルダンド
literal,リテラル
renew,リニュー
libertarianism,リバタリアニズム
republican,リパブリカン
refreshment,リフレッシュメント
ribozyme,リボザイム
repository,リポジトリー
rellever,リリーバー
lymphokine,リンフォカイン
leakage,リーケージ
recondo,リーコンドー
lucha,ルチャ
rubato,ルバート
repose,ルポゼ
looping,ルーピング
raising,レイジング
regimen,レジメン
repulse,レパルス
referendum,レファレンダム
refereeing,レフェリング
remnant,レムナント
drmitage,レルミタージュ
rentalease,レンタリース
latency,レーテンシー
labor,レーバー
rehruecken,レーリュッケン
railed,レールド
lochnagar,ロッホナガー
romantiker,ロマンティケル
rondeau,ロンドー
ioxynil,アイオキシニル
aware,アウェア
autostrada,アウトストラーダ
outfitter,アウトフィッター
accountable,アカウンタブル
agarose,アガロース
acute,アキュート
aquatopia,アクアトピア
accessible,アクセシブル
actinoid,アクチノイド
activation,アクティベーション
activate,アクティベート
aggression,アグレッション
asylum,アサイラム
assemblage,アサンブラージュ
asiatisch,アジアティッシェ
azide,アジド
azurite,アズライト
azulejo,アズレージョ
azur,アズール
acetazolamide,アセタゾラミド
xetoxystyrene,アセトキシスチレン
theneum,アセニアム
assent,アセント
associated,アソシエーテッド
azoth,アゾート
achievement,アチーブメント
tonie,アトニー
atmosphere,アトモスフィア
advocate,アドボケート
anaerobic,アネロビック
viogon,アビオゴン
aphtha,アフタ
vesta,アベスタ
postle,アポッスル
amarena,アマレーナ
amaro,アマーロ
amicus,アミカス
amylopectin,アミロペクチン
mrita,アムリタ
arabinose,アラビノース
alligator,アリゲーター
alouette,アルエット
alg,アルグ
alchemilla,アルケミラ
alta,アルタ
altri,アルトリ
rnica,アルニカ
almanac,アルマナック
allegretto,アレグレット
allosteric,アロステリック
allonge,アロンジェ
ngelus,アンジェラス
understand,アンダースタンド
nzeiger,アンツァイガー
antenne,アンテヌ
intermediaire,アンテルメディエール
ndrostenedione,アンドロステンジオン
unhappy,アンハッピー
amphitheater,アンフィシアター
architrave,アーキトレーブ
arbor,アーバー
alaya,アーラヤ
eclipse,イクリプス
inertia,イナーシャ
initiator,イニシエーター
initialize,イニシャライズ
imagism,イマジズム
imidazole,イミダゾール
imagery,イメジャリー
ilima,イリマ
illume,イリューム
ingenious,インジーニアス
interviewee,インタビュイー
intercooler,インタークーラー
intermezzo,インテルメッツォ
indifferent,インディファレント
indexation,インデクセーション
intrusion,イントリューション
inverse,インバース
invincible,インビンシブル
infancy,インファンシー
inflator,インフレーター
implicit,インプリシット
mperator,インペラトル
involute,インボリュート
ease,イーズ
wearable,ウェアラブル
webbing,ウェッビング
watery,ウォータリー
ulgata,ウルガタ
excursion,エクスカーション
exception,エクセプション
exodus,エクソダス
xocet,エグゾセ
econometric,エコノメトリック
egyptologist,エジプトロジスト
estancia,エスタンシア
esterase,エステラーゼ
ethnography,エスノグラフィー
sperantist,エスペランティスト
ethene,エテン
ethosuximide,エトスクシミド
nemagra,エネマグラ
epyornis,エピオルニス
epicurism,エピキュリズム
epigram,エピグラム
epistemology,エピステモロジー
epitaxy,エピタキシー
epirubicin,エピルビシン
ephemeral,エフェメラル
everything,エブリシング
emerging,エマージング
emigre,エミグレ
emollient,エモリエント
elasticity,エラスティシティ
ranos,エラノス
eritadenin,エリタデニン
rgasterion,エルガステリオン
elderberry,エルダーベリー
electroporation,エレクトロポレーション
erotism,エロチズム
encourage,エンカレッジ
ndermologie,エンダモロジー
endmill,エンドミル
embroidery,エンブロイダリー
employee,エンプロイー
oenothera,オエノセラ
occurrence,オカランス
oxyhemoglobin,オキシヘモグロビン
ostinato,オスティナート
osteopath,オステオパス
xbridge,オックスブリッジ
ggi,オッジ
otic,オティック
htembaar,オテムバール
opium,オピウム
operand,オペランド
operon,オペロン
merta,オメルタ
omoplata,オモプラッタ
originator,オリジネーター
organum,オルガヌム
organo,オルガノ
orthokeratology,オルソケラトロジー
ordonnance,オルドナンス
augmented,オーグメンテッド
ordinary,オーディナリー
orbit,ソルビット
kai,カイ
counsel,カウンセル
casbah,カスバ
kanamycin,カナマイシン
canele,カヌレ
canoeist,カヌーイスト
caveolar,カベオラ
capoeira,カポエラ
camucamu,カムカム
alahorra,カラオーラ
aladium,カラジウム
carrack,カラック
calandria,カランドリア
aritatis,カリターティス
calcao,カルサン
cultivate,カルティベート
carbocation,カルボカチオン
arbonari,カルボナリ
carboplatin,カルボプラチン
calmodulin,カルモジュリン
kaleidoscope,カレイドスコープ
cantillation,カンティレーション
ampung,カンプン
carpetbagger,カーペットバガー
arborundum,カーボランダム
guiding,ガイディング
gashouse,ガスハウス
gazebo,ガゼボ
gundarium,ガンダリウム
chiacchiere,キアッケレ
quizalofop,キザロホップ
xylanases,キシラナーゼ
kinetic,キネティック
cabtire,キャブタイヤ
capsid,キャプシド
carrel,キャレル
carom,キャロム
quinzaine,カンゼーヌ
uinas,キーナス
keyboardist,キーボーディスト
ghibli,ギブリ
garde,ギャルド
ganging,ギャンギング
cu,ク
uazepam,クアゼパム
quinta,クインタ
quantum,クオンタム
cucco,クッコ
leine,クライネ
crying,クライング
lavigera,クラビゲラ
kraft,クラフト
larte,クラルテ
clearinghouse,クリアリングハウス
clearly,クリアリー
criollo,クリオーリョ
cliche,クリシェ
cryptococcosis,クリプトコッカス
clincher,クリンチャー
cleek,クリーク
restin,クレスチン
credibility,クレディビリティー
cranio,クラニオ
croquet,クロッケー
chronology,クロノロジー
clomiphene,クロミフェン
chlorophyllide,クロロフィリド
kugel,クーゲル
cour,クール
guajac,グアヤック
grinding,グラインディング
grana,グラナ
granaten,グラナーテ
graviton,グラビトン
grandesecoles,グランゼコール
granddad,グランダッド
gripper,グリッパー
glucomannan,グルコマンナン
glutelin,グルテリン
grail,グレイル
gregarium,グレガリウム
grenadine,グレナデン
grave,グレーブ
lobigerina,グロビゲリナ
gook,グーク
ketotifen,ケトチフェン
chemicalcondenser,ケミコン
eratan,ケラタン
quercetin,ケルセチン
kerosene,ケロシン
enius,ゲニウス
emara,ゲマラ
gated,ゲーテッド
cocoyl,ココイル
connectionism,コネクショニズム
coherence,コヒーレンス
cohosh,コホッシュ
kobold,コボルト
comitia,コミティア
comedienne,コメディエンヌ
corycium,コリシウム
orn,コルン
colegio,コレヒオ
congratulation,コングラチュレーション
consistent,コンシステント
consumerism,コンシューマリズム
construct,コンストラクト
concentrate,コンセントレート
concertino,コンチェルティーノ
continent,コンティネント
combinaison,コンビネゾン
conviviality,コンビビアリティー
compsognathus,コンプソグナトゥス
completion,コンプリーション
gorda,ゴルダ
gaufrage,ゴーフラージュ
psychokinesis,サイコキネシス
sipe,サイプ
aurolophus,サウロロフス
tzaung,サウン
accharomyces,サッカロミセス
sattva,サットバ
suburban,サバーバン
uffix,サフィックス
subway,サブウェー
submillimeter,サブミリ
sapeur,サプール
saponeria,サポネリア
samizdat,サミズダート
samovar,サモワール
aluki,サルーキ
sanssouci,サンスーシー
suntan,サンタン
sardonyx,サードニックス
amkhya,サーンキヤ
thine,ザイン
cyanocobalamine,シアノコバラミン
cyanohydrin,シアンヒドリン
heqel,シェケル
shaper,シェーパー
sigmoid,シグモイド
siglo,シグロ
sizzle,シズル
chizophrenia,シゾ
shit,シット
signore,シニョール
cineraria,シネラリア
chinoiserie,シノワズリー
sifter,シフター
shifting,シフティング
civet,シベ
simulacre,シミュラークル
shut,シャット
chouette,シュエット
tift,シュティフト
stemm,シュテム
strandkorb,シュトラントコルプ
shrug,シュラッグ
schwagerina,シュワゲリナ
silicate,シリケート
cinco,シンコ
syntheticrock,シンロック
aesars,シーザース
shes,シーズ
sebum,シーバム
jeter,ジェッター
genogram,ジェノグラム
ioptrie,ジオプトリー
diquat,ジクワット
dipyidamole,ジピリダモール
dibenzofuran,ジベンゾフラン
gyroscope,ジャイロスコープ
apanesque,ジャパネスク
jansenisme,ジャンセニスム
germ,ジャーム
juar,ジュアール
jellaba,ジュラバ
zircaloy,ジルカロイ
zirconium,ジルコニウム
switcher,スイッチャー
swinging,スインギング
skimmer,スキマー
sucralfate,スクラルファート
scoping,スコーピング
stylebook,スタイルブック
tapelia,スタペリア
steed,スティード
stable,ステーブル
stapler,ステープラー
stoicism,ストイシズム
struggle,ストラッグル
streamer,ストリーマー
stony,ストーニー
snag,スナッグ
spirometry,スパイロメトリー
spitball,スピットボール
spinel,スピネル
pry,スプライ
spreader,スプレッダー
specium,スペシウム
specific,スペシフィック
spacing,スペーシング
sporadic,スポラディック
smoother,スムーサー
smearing,スメアリング
slacker,スラッカー
sirba,スルバ
sulfamethoxazole,スルファメトキサゾール
sulforaphane,スルフォラファン
threat,スレット
summa,スンマ
superhighway,スーパーハイウエー
zuccotto,ズコット
chemie,セイミ
sets,セッツ
senang,セナング
thinning,セニング
epheid,セファイド
theft,セフト
sepoy,セポイ
semana,セマナ
cemetery,セメタリー
