quinto,クイント
﻿sound man,サウンドマン
﻿ca et la,サエラ
﻿success,サクセス
﻿success story,サクセスストーリー
﻿saxophone,サクソフォン
﻿sacrifice,サクリファイス
﻿sacrifice bunt,サクリファイスバント
﻿sacrifice fly,サクリファイスフライ
﻿Southern Cross,サザンクロス
﻿suggestion,サジェスチョン
﻿suggest,サジェスト
﻿Saskatchewan,サスカチワン
﻿sustaining program,サステイニングプログラム
﻿suspension,サスペンション
﻿suspense,サスペンス
﻿suspense drama,サスペンスドラマ
﻿suspenders,サスペンダー
﻿suspended game,サスペンデットゲーム
﻿suspend,サスペンド
﻿suggestion,サゼッション
﻿Saturn,サターン
﻿Saturday night special,サタデーナイトスペシャル
﻿Satan,サタン
﻿soccer,サッカー
﻿soccer coach,サッカーコーチ
﻿saccharin,サッカリン
﻿sack,サック
﻿sack dress,サックドレス
﻿sash,サッシ
﻿satisfaction,サティスファクション
﻿satellite,サテライト
﻿satellite office,サテライトオフィス
﻿satellite computer,サテライトコンピューター
﻿satellite studio,サテライトスタジオ
﻿satellite station,サテライトステーション
﻿satin,サテン
﻿sadistic,サディスティック
﻿sadist,サディスト
﻿sadism,サディズム
﻿sadist,サド
﻿sadomasochism,サドマゾ
﻿sadomasochism,サドマゾヒズム
﻿saddle,サドル
﻿sanatorium,サナトリウム
﻿sanitary,サニタリー
﻿sanitary napkin,サニタリーナプキン
﻿Sahara,サハラ
﻿survival,サバイバル
﻿survival wear,サバイバルウエア
﻿survival foods,サバイバルフーズ
﻿survival manual,サバイバルマニュアル
﻿sabbatical leave,サバティカル
﻿Saturday,サバト
﻿savanna,サバンナ
﻿supper,サパー
﻿supper club,サパークラブ
﻿sapience,サピエンス
﻿sapphire,サファイア
﻿safari,サファリ
﻿safari jacket,サファリジャケット
﻿safari park,サファリパーク
﻿safari rally,サファリラリー
﻿safari look,サファリルック
﻿suffix,サフィックス
﻿saffron,サフラン
﻿sub,サブ
﻿subway,サブウェー
﻿minor characters,サブキャラクター
﻿subject,サブジェクト
﻿substance,サブスタンス
﻿subtitle,サブタイトル
﻿subteen,サブティーン
﻿subtrack,サブトラック
﻿subdomain,サブドメイン
﻿sub promenade,サブナード
﻿subnetting,サブネッティング
﻿subnet,サブネット
﻿sub notebook,サブノート
﻿subbank,サブバンク
﻿subhead,サブヘッド
﻿submanager,サブマネージャー
﻿submarine,サブマリン
﻿submarine pitcher,サブマリンピッチャー
﻿subleader,サブリーダー
﻿Sabrina pants,サブリナパンツ
﻿subliminal advertisement,サブリミナルアド
﻿subroutine,サブルーチン
﻿shortbread,サブレ
﻿sublet,サブレット
﻿supplier,サプライヤー
﻿supplement,サプリメント
﻿sabotage,サボタージュ
﻿supporter,サポーター
﻿support,サポート
﻿summer,サマー
﻿summer wool,サマーウール
﻿summer wear,サマーウェア
﻿summer school,サマースクール
﻿summer stock,サマーストック
﻿summer house,サマーハウス
﻿summer resort,サマーリゾート
﻿somersault turn,サマソルトターン
﻿summarize,サマライズ
﻿summary,サマリ
﻿summit,サミット
﻿Samuel,サミュエル
﻿sum,サム
﻿checksum,サムチェック
﻿samovar,サモワール
﻿surround,サラウンド
﻿salad,サラダ
﻿salad oil,サラダオイル
﻿salad dressing,サラダドレッシング
﻿salad bar,サラダバー
﻿salad bowl,サラダボウル
﻿thoroughbred,サラブレッド
﻿salami,サラミ
﻿salary,サラリー
﻿salary man,サラリーマン
﻿sari,サリー
﻿salicylic,サリチル
﻿thalidomide,サリドマイド
﻿thalidomide baby,サリドマイドベビー
﻿saloon,サルーン
﻿sarcoidosis,サルコイドーシス
﻿salsa,サルサ
﻿sultan,サルタン
﻿salvia,サルビア
﻿sulfadiazine,サルファダイアジン
﻿Salmonella,サルモネラ
﻿surrogate mother,サロゲートマザー
﻿salon,サロン
﻿sarong apron,サロンエプロン
﻿salon music,サロンミュージック
﻿sour cream,サワークリーム
﻿sun,サン
﻿suntan oil,サンオイル
﻿Sangerism,サンガリズム
﻿Sunkist,サンキスト
﻿thank you,サンキュー
﻿sanction,サンクション
﻿Thanksgiving Day,サンクスギビングデー
﻿sans couture,サンクチュール
﻿sanctuary,サンクチュアリー
﻿sunglasses,サングラス
﻿sangria,サングリア
﻿sunshade,サンシェード
﻿sunshine,サンシャイン
﻿syndicalist,サンジカルスト
﻿syndicalism,サンディカリズム
﻿Sanskrit,サンスクリット
﻿sunset,サンセット
﻿Santa Cruz,サンタクルーズ
﻿Santa Claus,サンタクロース
﻿Santa Fe,サンタフェ
﻿Santa Maria,サンタマリア
﻿suntan,サンタン
﻿suntan oil,サンタンオイル
﻿sandal,サンダル
﻿sundae,サンデー
﻿San Diego,サンディエゴ
﻿sun deck,サンデッキ
﻿soundtrack,サントラ
﻿Suntory,サントリー
﻿Suntory Hall,サントリーホール
﻿sand,サンド
﻿sandwich,サンドイッチ
﻿sandwich man,サンドイッチマン
﻿sand wedge,サンドウェッジ
﻿sand skiing,サンドスキー
﻿sand buggy,サンドバギー
﻿sand bath,サンドバス
﻿sandbag,サンドバッグ
﻿sandpaper,サンドペーパー
﻿San Jose,サンノゼ
﻿samba,サンバ
﻿sunburn,サンバーン
﻿sun visor,サンバイザー
﻿sunbeam,サンビーム
﻿Sanforized,サンフォライズ
﻿San Francisco,サンフランシスコ
﻿sampler,サンプラー
﻿sampling,サンプリング
﻿sample,サンプル
﻿sample selling system,サンプルセリングシステム
﻿sample book,サンプルブック
﻿Sunbelt,サンベルト
﻿symbolist,サンボリスト
﻿symbolism,サンボリズム
﻿Sun Microsystems,サンマイクロシステムズ
﻿sun music,サンミュージック
﻿Sun User Group,サンユーザグループ
﻿sunroof,サンルーフ
﻿sunroom,サンルーム
﻿the,ザ
﻿semen,ザーメン
﻿Zambia,ザンビア
﻿Sikh,シーク
﻿secret,シークレット
﻿secret service,シークレットサービス
﻿sequencer,シーケンサ
﻿sequential,シーケンシャル
﻿seaside,シーサイド
﻿seaside school,シーサイドスクール
﻿seaside resort,シーサイドリゾート
﻿Seasat,シーサット
﻿seasickness,シーシック
﻿seajack,シージャック
﻿sheath,シース
﻿sheath silhouette,シースシルエット
﻿seasoning,シーズニング
﻿season in,シーズンイン
﻿season stock,シーズンストック
﻿seesaw,シーソー
﻿seesaw game,シーソーゲーム
﻿seesaw policy,シーソーポリシー
﻿sheet,シーツ
﻿seat,シート
﻿seat warmer,シートウォーマー
﻿seat cover,シートカバー
﻿sea utopia,シートピア
﻿sheet feeder,シートフィーダ
﻿seat belt,シートベルト
﻿seed,シード
﻿sea berth,シーバース
﻿seafood,シーフード
﻿seahorse,シーホース
﻿seamless,シームレス
﻿coelacanth,シーラカンス
﻿Sealab,シーラブ
﻿ceiling,シーリング
﻿ceiling lamp,シーリングランプ
﻿seal,シール
﻿shield,シールド
﻿coelostat,シーロスタット
﻿Sears,シアーズ
﻿theater,シアター
﻿Seattle,シアトル
﻿cyan,シアン
﻿shaker,シェーカー
﻿shake,シェーク
﻿sheik dollar,シェークダラー
﻿shake hands,シェークハンド
﻿shading,シェーディング
﻿shade,シェード
﻿shaver,シェーバー
﻿shaving,シェービング
﻿shaving cream,シェービングクリーム
﻿shaving foam,シェービングフォーム
﻿shaving lotion,シェービングローション
﻿scheme,シェーマ
﻿shale oil,シェールオイル
﻿shared,シェアード
﻿shareware,シェアウェア
﻿sharing,シェアリング
﻿shepherd,シェパード
﻿sherry,シェリー
﻿sheriff,シェリフ
﻿shell,シェル
﻿shelter,シェルター
﻿Sherpa,シェルパ
﻿siesta,シエスタ
﻿Sierra Leone,シエラレオネ
﻿Zionist,シオニスト
﻿Zionism,シオニズム
﻿Chicago,シカゴ
﻿cigar,シガー
﻿cigarette,シガレット
﻿signature,シグナチャー
﻿signal,シグナル
﻿signature,シグネチャー
﻿scissors cut,シザーカット
﻿cis,シス
﻿sister,シスター
﻿systematic,システマチック
﻿system,システム
﻿systems analysis,システムアナリシス
﻿systems analyst,システムアナリスト
﻿systems approach,システムアプローチ
﻿systems engineer,システムエンジニア
﻿systems engineering,システムエンジニアリング
﻿system camera,システムカメラ
﻿system kitchen,システムキッチン
﻿system converter,システムコンバーター
﻿system component,システムコンポ
﻿systems,システムズ
﻿system television,システムテレビ
﻿systems designer,システムデザイナー
﻿systems design,システムデザイン
﻿systems network,システムネットワーク
﻿system house,システムハウス
﻿systems hacking,システムハッキング
﻿system bus,システムバス
﻿systems flow chard,システムフローチャート
﻿systems planner,システムプランナー
﻿system menu,システムメニュー
﻿systolic,シストリック
﻿systaltic array,シストリックアレイ
﻿sizzle,シズル
﻿thesaurus,シソーラス
﻿sitar,シタール
﻿situation,シチュエーション
﻿chic,シック
﻿six nines,シックスナイン
﻿sickness bag,シックネスバッグ
﻿sitting room,シッティングルーム
﻿ship,シップ
﻿Ship American policy,シップアメリカン
﻿city,シティ
﻿city air terminal,シティーエアターミナル
﻿city gal,シティーギャル
﻿city hall,シティーホール
﻿city boy,シティーボーイ
﻿city guide,シティガイド
﻿citron,シトロン
﻿Sydney,シドニー
﻿synagogue,シナゴーグ
﻿synapse,シナプス
﻿cinnamon,シナモン
﻿scenario,シナリオ
﻿scenario writer,シナリオライター
﻿Sinanthropus pekinensis,シナントロプスペキネンシス
﻿senior,シニア
﻿cynical,シニカル
﻿cynicism,シニシズム
﻿cynic,シニック
﻿sinusoid,シヌソイド
﻿cine sign,シネサイン
﻿CinemaScope,シネスコ
﻿cinefilm,シネフィルム
﻿cinema,シネマ
﻿CinemaScope,シネマスコープ
﻿cine mode,シネモード
﻿Cinerama,シネラマ
﻿synopsis,シノプシス
﻿civic,シビック
﻿civic center,シビックセンター
﻿civic trust,シビックトラスト
﻿civilian control,シビリアンコントロール
﻿civilization,シビリゼーション
﻿civil minimum,シビルミニマム
﻿chiffon,シフォン
﻿shift,シフト
﻿shift out,シフトアウト
﻿shift in,シフトイン
﻿shift key,シフトキー
﻿shift dress,シフトドレス
﻿Siberia,シベリア
﻿Chevrolet,シボレー
﻿chemise,シミーズ
﻿simulation,シミュレーション
﻿simulator,シミュレーター
﻿simulate,シミュレート
﻿simoon,シムーン
﻿shark skin,シャークスキン
﻿chassis,シャーシー
﻿sharp,シャープ
﻿sharpener,シャープナー
﻿sherbet,シャーベット
﻿shamanism,シャーマニズム
﻿shaman,シャーマン
﻿shirring,シャーリング
﻿Sherlockian,シャーロッキアン
﻿shining,シャイニング
﻿shaggy carpet,シャギーカーペット
﻿chaconne,シャコンヌ
﻿chanson,シャソン
﻿camera shutter,シャッター
﻿shut,シャット
﻿shutout,シャットアウト
﻿shutdown,シャットダウン
﻿shuffling,シャッフリング
﻿hat,シャッポ
